danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.744,0.524,11,-9.115,0,0.145,0.584,0,0.0851,0.052,87.033,audio_features,3suAtiL8vFk30uJkWxcaty,spotify:track:3suAtiL8vFk30uJkWxcaty,https://api.spotify.com/v1/tracks/3suAtiL8vFk30uJkWxcaty,https://api.spotify.com/v1/audio-analysis/3suAtiL8vFk30uJkWxcaty,154646,4
0.821,0.318,0,-8.592,1,0.0525,0.0383,0.0116,0.167,0.0502,116.976,audio_features,0zrRKV8RsN3OCOa4kLBxLd,spotify:track:0zrRKV8RsN3OCOa4kLBxLd,https://api.spotify.com/v1/tracks/0zrRKV8RsN3OCOa4kLBxLd,https://api.spotify.com/v1/audio-analysis/0zrRKV8RsN3OCOa4kLBxLd,106816,4
0.726,0.32,5,-10.221,0,0.0443,0.00807,0.00018,0.609,0.191,136.063,audio_features,1h82CZNH3VRkOpF12PLQx3,spotify:track:1h82CZNH3VRkOpF12PLQx3,https://api.spotify.com/v1/tracks/1h82CZNH3VRkOpF12PLQx3,https://api.spotify.com/v1/audio-analysis/1h82CZNH3VRkOpF12PLQx3,122254,4
0.471,0.27,4,-8.722,1,0.168,0.0261,0.0141,0.111,0.0628,70.211,audio_features,4DOHroZwvGE9CuJxjxJXrI,spotify:track:4DOHroZwvGE9CuJxjxJXrI,https://api.spotify.com/v1/tracks/4DOHroZwvGE9CuJxjxJXrI,https://api.spotify.com/v1/audio-analysis/4DOHroZwvGE9CuJxjxJXrI,98195,5
0.786,0.614,1,-8.489,1,0.0725,0.00902,2.07e-05,0.369,0.174,135.056,audio_features,4p9jUN3rVAxvETfn9mYgaO,spotify:track:4p9jUN3rVAxvETfn9mYgaO,https://api.spotify.com/v1/tracks/4p9jUN3rVAxvETfn9mYgaO,https://api.spotify.com/v1/audio-analysis/4p9jUN3rVAxvETfn9mYgaO,92710,4
0.815,0.486,1,-8.733,0,0.0912,0.173,0,0.12,0.161,108.985,audio_features,0cbTAd02EwRloIIOjTTCDC,spotify:track:0cbTAd02EwRloIIOjTTCDC,https://api.spotify.com/v1/tracks/0cbTAd02EwRloIIOjTTCDC,https://api.spotify.com/v1/audio-analysis/0cbTAd02EwRloIIOjTTCDC,141846,4
0.672,0.628,9,-8.796,0,0.0524,0.0116,0.186,0.289,0.392,140.063,audio_features,3Xc5SAuwHXqmSFom1ittfi,spotify:track:3Xc5SAuwHXqmSFom1ittfi,https://api.spotify.com/v1/tracks/3Xc5SAuwHXqmSFom1ittfi,https://api.spotify.com/v1/audio-analysis/3Xc5SAuwHXqmSFom1ittfi,178522,4
0.795,0.512,0,-6.648,0,0.0459,0.719,0.000978,0.109,0.15,120.056,audio_features,23sdUz7XMfn9I4ciQM2mU6,spotify:track:23sdUz7XMfn9I4ciQM2mU6,https://api.spotify.com/v1/tracks/23sdUz7XMfn9I4ciQM2mU6,https://api.spotify.com/v1/audio-analysis/23sdUz7XMfn9I4ciQM2mU6,264256,4
0.74,0.45,10,-10.226,1,0.0476,0.19,0,0.529,0.297,119.072,audio_features,4RE75tnPqDue3S23Fw725r,spotify:track:4RE75tnPqDue3S23Fw725r,https://api.spotify.com/v1/tracks/4RE75tnPqDue3S23Fw725r,https://api.spotify.com/v1/audio-analysis/4RE75tnPqDue3S23Fw725r,180011,3
