danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.457,0.295,2,-11.304,1,0.0451,0.679,0,0.128,0.168,115.846,audio_features,2euFxYgFyzElO2Ci7HXQ5x,spotify:track:2euFxYgFyzElO2Ci7HXQ5x,https://api.spotify.com/v1/tracks/2euFxYgFyzElO2Ci7HXQ5x,https://api.spotify.com/v1/audio-analysis/2euFxYgFyzElO2Ci7HXQ5x,255205,4
0.586,0.237,10,-11.676,0,0.049,0.979,7.49e-05,0.0921,0.366,126.751,audio_features,6ZeWGilCAL4sgnPWlCYyaj,spotify:track:6ZeWGilCAL4sgnPWlCYyaj,https://api.spotify.com/v1/tracks/6ZeWGilCAL4sgnPWlCYyaj,https://api.spotify.com/v1/audio-analysis/6ZeWGilCAL4sgnPWlCYyaj,214174,4
0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,audio_features,3rTnGUeDrnZV22DvRuUuXr,spotify:track:3rTnGUeDrnZV22DvRuUuXr,https://api.spotify.com/v1/tracks/3rTnGUeDrnZV22DvRuUuXr,https://api.spotify.com/v1/audio-analysis/3rTnGUeDrnZV22DvRuUuXr,343253,4
0.446,0.481,4,-6.319,1,0.0313,0.545,0,0.128,0.235,154.45,audio_features,5lWXM47w1Npqwv0OMMHP5l,spotify:track:5lWXM47w1Npqwv0OMMHP5l,https://api.spotify.com/v1/tracks/5lWXM47w1Npqwv0OMMHP5l,https://api.spotify.com/v1/audio-analysis/5lWXM47w1Npqwv0OMMHP5l,232467,4
0.427,0.127,7,-12.731,1,0.0419,0.964,1.92e-06,0.109,0.259,76.357,audio_features,2EZBGmieaNOebKm0IL0ti4,spotify:track:2EZBGmieaNOebKm0IL0ti4,https://api.spotify.com/v1/tracks/2EZBGmieaNOebKm0IL0ti4,https://api.spotify.com/v1/audio-analysis/2EZBGmieaNOebKm0IL0ti4,250573,4
0.634,0.579,6,-6.999,1,0.484,0.53,0,0.112,0.207,143.941,audio_features,1BP617VnYByf7FzCnLEjbg,spotify:track:1BP617VnYByf7FzCnLEjbg,https://api.spotify.com/v1/tracks/1BP617VnYByf7FzCnLEjbg,https://api.spotify.com/v1/audio-analysis/1BP617VnYByf7FzCnLEjbg,233733,4
0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,audio_features,1a1i2IwXnUN0PjllVEhA4B,spotify:track:1a1i2IwXnUN0PjllVEhA4B,https://api.spotify.com/v1/tracks/1a1i2IwXnUN0PjllVEhA4B,https://api.spotify.com/v1/audio-analysis/1a1i2IwXnUN0PjllVEhA4B,261427,4
0.573,0.581,7,-3.325,1,0.0276,0.148,0,0.128,0.188,103.82,audio_features,4B3RmT3cGvh8By3WY9pbIx,spotify:track:4B3RmT3cGvh8By3WY9pbIx,https://api.spotify.com/v1/tracks/4B3RmT3cGvh8By3WY9pbIx,https://api.spotify.com/v1/audio-analysis/4B3RmT3cGvh8By3WY9pbIx,221293,4
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,5TvE3pk05pyFIGdSY9j4DJ,spotify:track:5TvE3pk05pyFIGdSY9j4DJ,https://api.spotify.com/v1/tracks/5TvE3pk05pyFIGdSY9j4DJ,https://api.spotify.com/v1/audio-analysis/5TvE3pk05pyFIGdSY9j4DJ,229400,3
0.762,0.548,9,-7.072,1,0.286,0.175,0,0.114,0.468,85.131,audio_features,4fgkGLPCFDVFMQfuGIaPpA,spotify:track:4fgkGLPCFDVFMQfuGIaPpA,https://api.spotify.com/v1/tracks/4fgkGLPCFDVFMQfuGIaPpA,https://api.spotify.com/v1/audio-analysis/4fgkGLPCFDVFMQfuGIaPpA,305240,4
