danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.456,0.535,5,-7.919,0,0.41,0.174,0,0.138,0.621,81.003,audio_features,07cDm2mEYe7KHCHjKYSGdU,spotify:track:07cDm2mEYe7KHCHjKYSGdU,https://api.spotify.com/v1/tracks/07cDm2mEYe7KHCHjKYSGdU,https://api.spotify.com/v1/audio-analysis/07cDm2mEYe7KHCHjKYSGdU,180793,4
0.737,0.319,1,-12.713,0,0.0577,0.219,0,0.131,0.435,112.983,audio_features,6Vwi3WcyipXLlR19vaI5hl,spotify:track:6Vwi3WcyipXLlR19vaI5hl,https://api.spotify.com/v1/tracks/6Vwi3WcyipXLlR19vaI5hl,https://api.spotify.com/v1/audio-analysis/6Vwi3WcyipXLlR19vaI5hl,258584,4
0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,audio_features,0NBiC3zLXoBQXBjsbnbwJq,spotify:track:0NBiC3zLXoBQXBjsbnbwJq,https://api.spotify.com/v1/tracks/0NBiC3zLXoBQXBjsbnbwJq,https://api.spotify.com/v1/audio-analysis/0NBiC3zLXoBQXBjsbnbwJq,244340,4
0.435,0.701,8,-7.473,1,0.272,0.0269,0.000465,0.0973,0.286,179.48,audio_features,0QA3i743Hfss2dI6B8rhCb,spotify:track:0QA3i743Hfss2dI6B8rhCb,https://api.spotify.com/v1/tracks/0QA3i743Hfss2dI6B8rhCb,https://api.spotify.com/v1/audio-analysis/0QA3i743Hfss2dI6B8rhCb,205333,4
0.676,0.5,8,-6.878,1,0.0412,0.701,0,0.596,0.915,97.863,audio_features,1uf5f99kLdlmUBEvVqrFyy,spotify:track:1uf5f99kLdlmUBEvVqrFyy,https://api.spotify.com/v1/tracks/1uf5f99kLdlmUBEvVqrFyy,https://api.spotify.com/v1/audio-analysis/1uf5f99kLdlmUBEvVqrFyy,170611,4
0.558,0.827,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,audio_features,7BLBIXwIOXPSpTOh1YnKSA,spotify:track:7BLBIXwIOXPSpTOh1YnKSA,https://api.spotify.com/v1/tracks/7BLBIXwIOXPSpTOh1YnKSA,https://api.spotify.com/v1/audio-analysis/7BLBIXwIOXPSpTOh1YnKSA,205984,4
0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,audio_features,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4
0.751,0.55,3,-8.588,0,0.454,0.361,0,0.162,0.671,119.665,audio_features,29BXCsh4lGLrndprkgYL6O,spotify:track:29BXCsh4lGLrndprkgYL6O,https://api.spotify.com/v1/tracks/29BXCsh4lGLrndprkgYL6O,https://api.spotify.com/v1/audio-analysis/29BXCsh4lGLrndprkgYL6O,246500,4
0.724,0.448,6,-9.604,0,0.0574,0.402,2.04e-06,0.0823,0.387,119.94,audio_features,23mpccd0l6MUl9k3fSazIp,spotify:track:23mpccd0l6MUl9k3fSazIp,https://api.spotify.com/v1/tracks/23mpccd0l6MUl9k3fSazIp,https://api.spotify.com/v1/audio-analysis/23mpccd0l6MUl9k3fSazIp,240062,4
