danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.616,0.908,10,-5.028,0,0.0424,0.0384,0,0.128,0.407,91.969,audio_features,507cy8SAnDDkMqDQTNYhjU,spotify:track:507cy8SAnDDkMqDQTNYhjU,https://api.spotify.com/v1/tracks/507cy8SAnDDkMqDQTNYhjU,https://api.spotify.com/v1/audio-analysis/507cy8SAnDDkMqDQTNYhjU,225880,4
0.737,0.648,6,-4.859,0,0.274,0.516,5.17e-06,0.0592,0.753,88.982,audio_features,2RhZI0Ljg8nnouhwPIOHWc,spotify:track:2RhZI0Ljg8nnouhwPIOHWc,https://api.spotify.com/v1/tracks/2RhZI0Ljg8nnouhwPIOHWc,https://api.spotify.com/v1/audio-analysis/2RhZI0Ljg8nnouhwPIOHWc,207107,4
0.778,0.72,1,-5.123,1,0.0602,0.267,0,0.128,0.536,102.996,audio_features,5mqq5G8HU0Ep1PUCE4dh31,spotify:track:5mqq5G8HU0Ep1PUCE4dh31,https://api.spotify.com/v1/tracks/5mqq5G8HU0Ep1PUCE4dh31,https://api.spotify.com/v1/audio-analysis/5mqq5G8HU0Ep1PUCE4dh31,195987,4
0.7,0.902,5,-4.747,0,0.0645,0.0198,0,0.267,0.506,90.01,audio_features,4ob2GSGw9JydxLQI1WzL3g,spotify:track:4ob2GSGw9JydxLQI1WzL3g,https://api.spotify.com/v1/tracks/4ob2GSGw9JydxLQI1WzL3g,https://api.spotify.com/v1/audio-analysis/4ob2GSGw9JydxLQI1WzL3g,192453,4
0.657,0.903,2,-4.095,1,0.0337,0.00064,0.00159,0.256,0.439,105.011,audio_features,4wunXNPvuNXmqY6NzT1CIC,spotify:track:4wunXNPvuNXmqY6NzT1CIC,https://api.spotify.com/v1/tracks/4wunXNPvuNXmqY6NzT1CIC,https://api.spotify.com/v1/audio-analysis/4wunXNPvuNXmqY6NzT1CIC,169147,4
0.688,0.904,0,-5.348,1,0.0521,0.00463,0,0.303,0.517,105.005,audio_features,0floU1nPyzIRi2QaEvm4Bu,spotify:track:0floU1nPyzIRi2QaEvm4Bu,https://api.spotify.com/v1/tracks/0floU1nPyzIRi2QaEvm4Bu,https://api.spotify.com/v1/audio-analysis/0floU1nPyzIRi2QaEvm4Bu,223627,4
0.656,0.935,7,-4.606,1,0.246,0.0426,0,0.0512,0.828,92.008,audio_features,14th50D6iLbucPWSyRw0Xc,spotify:track:14th50D6iLbucPWSyRw0Xc,https://api.spotify.com/v1/tracks/14th50D6iLbucPWSyRw0Xc,https://api.spotify.com/v1/audio-analysis/14th50D6iLbucPWSyRw0Xc,202147,4
0.662,0.839,10,-5.467,1,0.0827,0.106,0,0.244,0.663,80.993,audio_features,1Rpvb1JnXYHNdZzejeRLjv,spotify:track:1Rpvb1JnXYHNdZzejeRLjv,https://api.spotify.com/v1/tracks/1Rpvb1JnXYHNdZzejeRLjv,https://api.spotify.com/v1/audio-analysis/1Rpvb1JnXYHNdZzejeRLjv,250000,4
0.857,0.561,9,-7.288,1,0.0292,0.435,0,0.0831,0.76,99.989,audio_features,3YmA3gZqlXl0MkwhkVKxRy,spotify:track:3YmA3gZqlXl0MkwhkVKxRy,https://api.spotify.com/v1/tracks/3YmA3gZqlXl0MkwhkVKxRy,https://api.spotify.com/v1/audio-analysis/3YmA3gZqlXl0MkwhkVKxRy,272576,4
0.714,0.858,0,-6.304,0,0.0321,0.107,0,0.355,0.884,96.996,audio_features,6is48lQXsZ6hn87nrYANI3,spotify:track:6is48lQXsZ6hn87nrYANI3,https://api.spotify.com/v1/tracks/6is48lQXsZ6hn87nrYANI3,https://api.spotify.com/v1/audio-analysis/6is48lQXsZ6hn87nrYANI3,200453,4
0.784,0.539,0,-9.148,0,0.0465,0.19,3.61e-06,0.127,0.816,96.412,audio_features,21iasXJSZKXlpxPJLaIdep,spotify:track:21iasXJSZKXlpxPJLaIdep,https://api.spotify.com/v1/tracks/21iasXJSZKXlpxPJLaIdep,https://api.spotify.com/v1/audio-analysis/21iasXJSZKXlpxPJLaIdep,230493,4
