danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.643,0.464,0.0,0.6860410169171156,1.0,0.1,0.343,0.000935,0.0873,0.21,0.182086277894661,audio_features,1FejelrM94Ik1mlI64Ofpb,spotify:track:1FejelrM94Ik1mlI64Ofpb,https://api.spotify.com/v1/tracks/1FejelrM94Ik1mlI64Ofpb,https://api.spotify.com/v1/audio-analysis/1FejelrM94Ik1mlI64Ofpb,268213.0,4.0
0.567,0.392,0.0,0.7253567715716851,1.0,0.0414,0.661,9.75e-05,0.139,0.259,0.1774828720936504,audio_features,2zZ8pLraPgYEB5JDT3R8Nw,spotify:track:2zZ8pLraPgYEB5JDT3R8Nw,https://api.spotify.com/v1/tracks/2zZ8pLraPgYEB5JDT3R8Nw,https://api.spotify.com/v1/audio-analysis/2zZ8pLraPgYEB5JDT3R8Nw,174533.0,4.0
0.511,0.692,2.0,1.0,0.0,0.0312,0.00536,0.0701,0.208,0.0755,0.1828595062127996,audio_features,6ITvw4wTuB08JOsCwHfjBu,spotify:track:6ITvw4wTuB08JOsCwHfjBu,https://api.spotify.com/v1/tracks/6ITvw4wTuB08JOsCwHfjBu,https://api.spotify.com/v1/audio-analysis/6ITvw4wTuB08JOsCwHfjBu,244800.0,4.0
0.677,0.49,4.0,0.0,0.0,0.0549,0.786,0.248,0.113,0.293,0.5402708097318877,audio_features,6sn3G9xupwHlky3N2AgShI,spotify:track:6sn3G9xupwHlky3N2AgShI,https://api.spotify.com/v1/tracks/6sn3G9xupwHlky3N2AgShI,https://api.spotify.com/v1/audio-analysis/6sn3G9xupwHlky3N2AgShI,243067.0,4.0
0.432,0.419,5.0,0.5236745109157925,1.0,0.0462,0.0118,6.02e-06,0.109,0.121,0.6493499487511463,audio_features,68KgRkSCasdURl11jdo7EW,spotify:track:68KgRkSCasdURl11jdo7EW,https://api.spotify.com/v1/tracks/68KgRkSCasdURl11jdo7EW,https://api.spotify.com/v1/audio-analysis/68KgRkSCasdURl11jdo7EW,180279.0,4.0
0.609,0.5,2.0,0.5000472545128061,1.0,0.0336,0.256,0.00408,0.185,0.0999,0.5393357429285573,audio_features,1LItd9kJjzXEKM260nULpU,spotify:track:1LItd9kJjzXEKM260nULpU,https://api.spotify.com/v1/tracks/1LItd9kJjzXEKM260nULpU,https://api.spotify.com/v1/audio-analysis/1LItd9kJjzXEKM260nULpU,210533.0,4.0
0.582,0.544,4.0,0.9220300538701448,0.0,0.0397,0.395,0.00698,0.173,0.398,0.0,audio_features,0zG9M0rfjwe9gwsaQXN071,spotify:track:0zG9M0rfjwe9gwsaQXN071,https://api.spotify.com/v1/tracks/0zG9M0rfjwe9gwsaQXN071,https://api.spotify.com/v1/audio-analysis/0zG9M0rfjwe9gwsaQXN071,217188.0,4.0
0.562,0.563,8.0,0.8995369057745015,1.0,0.209,0.468,0.00227,0.298,0.726,1.0,audio_features,1aQZKoiKKH8Y7bz0C18BGv,spotify:track:1aQZKoiKKH8Y7bz0C18BGv,https://api.spotify.com/v1/tracks/1aQZKoiKKH8Y7bz0C18BGv,https://api.spotify.com/v1/audio-analysis/1aQZKoiKKH8Y7bz0C18BGv,223562.0,4.0
0.682,0.655,1.0,0.8454777431244684,0.0,0.065,0.21,0.0,0.158,0.354,0.200463936990883,audio_features,0TaLEGNb6f3nL2VME9SxAR,spotify:track:0TaLEGNb6f3nL2VME9SxAR,https://api.spotify.com/v1/tracks/0TaLEGNb6f3nL2VME9SxAR,https://api.spotify.com/v1/audio-analysis/0TaLEGNb6f3nL2VME9SxAR,271003.0,4.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
