danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.239,0.969,11,-3.547,0,0.27,0.0224,9.24e-05,0.452,0.245,93.565,audio_features,4MjJlPgUYMQjvHOQq0uvOv,spotify:track:4MjJlPgUYMQjvHOQq0uvOv,https://api.spotify.com/v1/tracks/4MjJlPgUYMQjvHOQq0uvOv,https://api.spotify.com/v1/audio-analysis/4MjJlPgUYMQjvHOQq0uvOv,183782,4
0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,audio_features,0M955bMOoilikPXwKLYpoi,spotify:track:0M955bMOoilikPXwKLYpoi,https://api.spotify.com/v1/tracks/0M955bMOoilikPXwKLYpoi,https://api.spotify.com/v1/audio-analysis/0M955bMOoilikPXwKLYpoi,231480,4
0.541,0.643,3,-5.517,0,0.0366,0.0902,0,0.153,0.491,90.061,audio_features,21BrE3qn6z1S3KNA4d8uPK,spotify:track:21BrE3qn6z1S3KNA4d8uPK,https://api.spotify.com/v1/tracks/21BrE3qn6z1S3KNA4d8uPK,https://api.spotify.com/v1/audio-analysis/21BrE3qn6z1S3KNA4d8uPK,230213,4
0.185,0.948,8,-3.892,1,0.147,0.0104,0,0.105,0.316,196.578,audio_features,5eALoO9RRACvoxvLKF9zt4,spotify:track:5eALoO9RRACvoxvLKF9zt4,https://api.spotify.com/v1/tracks/5eALoO9RRACvoxvLKF9zt4,https://api.spotify.com/v1/audio-analysis/5eALoO9RRACvoxvLKF9zt4,207587,3
0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,audio_features,3yZQk5PC52CCmT4ZaTIKvv,spotify:track:3yZQk5PC52CCmT4ZaTIKvv,https://api.spotify.com/v1/tracks/3yZQk5PC52CCmT4ZaTIKvv,https://api.spotify.com/v1/audio-analysis/3yZQk5PC52CCmT4ZaTIKvv,187187,4
0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,audio_features,7j31rVgGX9Q2blT92VBEA0,spotify:track:7j31rVgGX9Q2blT92VBEA0,https://api.spotify.com/v1/tracks/7j31rVgGX9Q2blT92VBEA0,https://api.spotify.com/v1/audio-analysis/7j31rVgGX9Q2blT92VBEA0,161920,4
0.654,0.928,4,-3.406,0,0.0717,0.00366,0.002,0.139,0.52,130.951,audio_features,3xktQXIr1OD3ENc19viwDP,spotify:track:3xktQXIr1OD3ENc19viwDP,https://api.spotify.com/v1/tracks/3xktQXIr1OD3ENc19viwDP,https://api.spotify.com/v1/audio-analysis/3xktQXIr1OD3ENc19viwDP,201960,4
0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,audio_features,0WSa1sucoNRcEeULlZVQXj,spotify:track:0WSa1sucoNRcEeULlZVQXj,https://api.spotify.com/v1/tracks/0WSa1sucoNRcEeULlZVQXj,https://api.spotify.com/v1/audio-analysis/0WSa1sucoNRcEeULlZVQXj,228147,5
0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,audio_features,4bPQs0PHn4xbipzdPfn6du,spotify:track:4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,186635,4
0.452,0.964,6,-2.877,1,0.0792,0.00205,5.31e-06,0.205,0.464,144.048,audio_features,6bGac1gBHs7kUKihrudMzq,spotify:track:6bGac1gBHs7kUKihrudMzq,https://api.spotify.com/v1/tracks/6bGac1gBHs7kUKihrudMzq,https://api.spotify.com/v1/audio-analysis/6bGac1gBHs7kUKihrudMzq,237400,4
0.428,0.914,2,-3.017,1,0.0762,0.00594,0,0.309,0.494,74.989,audio_features,5MuWGLrqeqYEcpqWMq5M1w,spotify:track:5MuWGLrqeqYEcpqWMq5M1w,https://api.spotify.com/v1/tracks/5MuWGLrqeqYEcpqWMq5M1w,https://api.spotify.com/v1/audio-analysis/5MuWGLrqeqYEcpqWMq5M1w,229600,4
