danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.828,0.492,0.0,0.7193428968070339,1.0,0.0276,0.0644,0.00428,0.128,0.789,0.8739202110121991,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800.0,4.0
0.38,0.829,5.0,1.0,1.0,0.0405,8.4e-05,0.00208,0.342,0.0534,1.0,audio_features,0agoaPIy92gPZ6zRhqXarE,spotify:track:0agoaPIy92gPZ6zRhqXarE,https://api.spotify.com/v1/tracks/0agoaPIy92gPZ6zRhqXarE,https://api.spotify.com/v1/audio-analysis/0agoaPIy92gPZ6zRhqXarE,179547.0,4.0
0.605,0.785,0.0,0.8568563936449175,1.0,0.0257,0.0303,4.14e-06,0.288,0.628,0.7343883943290471,audio_features,7aS418hRnOnYrXeyrZilwk,spotify:track:7aS418hRnOnYrXeyrZilwk,https://api.spotify.com/v1/tracks/7aS418hRnOnYrXeyrZilwk,https://api.spotify.com/v1/audio-analysis/7aS418hRnOnYrXeyrZilwk,213987.0,4.0
0.596,0.731,5.0,0.702606817831251,1.0,0.0284,0.296,3.64e-06,0.301,0.308,0.4975272007912958,audio_features,5QQCp4fQiU9I2FU9FvJVV2,spotify:track:5QQCp4fQiU9I2FU9FvJVV2,https://api.spotify.com/v1/tracks/5QQCp4fQiU9I2FU9FvJVV2,https://api.spotify.com/v1/audio-analysis/5QQCp4fQiU9I2FU9FvJVV2,237800.0,4.0
0.653,0.239,5.0,0.0409532623785286,0.0,0.0453,0.806,0.0146,0.132,0.765,0.0,audio_features,57460SJgSpCXaRJ9YIYHxy,spotify:track:57460SJgSpCXaRJ9YIYHxy,https://api.spotify.com/v1/tracks/57460SJgSpCXaRJ9YIYHxy,https://api.spotify.com/v1/audio-analysis/57460SJgSpCXaRJ9YIYHxy,171373.0,4.0
0.775,0.743,0.0,0.7926114453185253,1.0,0.0306,0.000868,0.0721,0.177,0.649,0.9939553797120562,audio_features,4Lz7zvtWOXJlJ591pSo7Tu,spotify:track:4Lz7zvtWOXJlJ591pSo7Tu,https://api.spotify.com/v1/tracks/4Lz7zvtWOXJlJ591pSo7Tu,https://api.spotify.com/v1/audio-analysis/4Lz7zvtWOXJlJ591pSo7Tu,324413.0,4.0
0.655,0.255,3.0,0.2720962517353079,1.0,0.0429,0.85,0.122,0.136,0.446,0.0478514122431037,audio_features,1CbPLR6Xjo2nc0Pf13N0RS,spotify:track:1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/tracks/1CbPLR6Xjo2nc0Pf13N0RS,https://api.spotify.com/v1/audio-analysis/1CbPLR6Xjo2nc0Pf13N0RS,123173.0,4.0
0.627,0.17,0.0,0.0,1.0,0.0452,0.875,0.0479,0.118,0.386,0.6252775030223101,audio_features,7LW5iUY4yb8ky3fK32OB3E,spotify:track:7LW5iUY4yb8ky3fK32OB3E,https://api.spotify.com/v1/tracks/7LW5iUY4yb8ky3fK32OB3E,https://api.spotify.com/v1/audio-analysis/7LW5iUY4yb8ky3fK32OB3E,149960.0,4.0
0.82,0.575,7.0,0.7656177695511338,1.0,0.0408,0.0936,0.000135,0.109,0.964,0.9533575118144852,audio_features,3Vby4nGmtbDo7HDJamOWkT,spotify:track:3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/tracks/3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/audio-analysis/3Vby4nGmtbDo7HDJamOWkT,208947.0,4.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
