danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.7,0.554,1.0,0.3628804257442208,1.0,0.187,0.219,1.36e-06,0.419,0.0633,0.1282951753658794,audio_features,6bxUnsSGZCmoHHU5auwtps,spotify:track:6bxUnsSGZCmoHHU5auwtps,https://api.spotify.com/v1/tracks/6bxUnsSGZCmoHHU5auwtps,https://api.spotify.com/v1/audio-analysis/6bxUnsSGZCmoHHU5auwtps,235187.0,4.0
0.549,0.729,5.0,0.5145518044237485,0.0,0.0318,0.0618,0.0,0.193,0.241,0.1555156977708112,audio_features,7rBJG1BewE3VE7NRbrOhFj,spotify:track:7rBJG1BewE3VE7NRbrOhFj,https://api.spotify.com/v1/tracks/7rBJG1BewE3VE7NRbrOhFj,https://api.spotify.com/v1/audio-analysis/7rBJG1BewE3VE7NRbrOhFj,231391.0,4.0
0.529,0.8,1.0,0.5157159487776483,0.0,0.067,0.122,0.0,0.0704,0.41,0.8346571811837762,audio_features,6OTDzgFEHuPKc1QZmF9GKS,spotify:track:6OTDzgFEHuPKc1QZmF9GKS,https://api.spotify.com/v1/tracks/6OTDzgFEHuPKc1QZmF9GKS,https://api.spotify.com/v1/audio-analysis/6OTDzgFEHuPKc1QZmF9GKS,206987.0,4.0
0.804,0.648,7.0,0.0475636121736237,1.0,0.117,0.0573,3.49e-05,0.102,0.392,0.4426424706467513,audio_features,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,263373.0,4.0
0.671,0.314,5.0,0.0,0.0,0.244,0.11,0.0,0.0825,0.296,0.3358554267713687,audio_features,1Tt4sE4pXi57mTD1GCzsqm,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm,https://api.spotify.com/v1/audio-analysis/1Tt4sE4pXi57mTD1GCzsqm,191600.0,4.0
0.471,0.802,1.0,0.7470480625311823,0.0,0.27,0.0125,1.45e-06,0.702,0.653,0.0,audio_features,3ge54HUrk1ht3EX5SMhIzZ,spotify:track:3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/tracks/3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/audio-analysis/3ge54HUrk1ht3EX5SMhIzZ,213507.0,4.0
0.654,0.85,0.0,0.3944786296357889,1.0,0.0804,0.292,4.6e-05,0.0638,0.52,1.0,audio_features,3NDPcoeno6oasqi6Hs75Ax,spotify:track:3NDPcoeno6oasqi6Hs75Ax,https://api.spotify.com/v1/tracks/3NDPcoeno6oasqi6Hs75Ax,https://api.spotify.com/v1/audio-analysis/3NDPcoeno6oasqi6Hs75Ax,253067.0,4.0
0.657,0.913,11.0,0.5167137867952768,1.0,0.0528,0.00392,0.00149,0.466,0.906,0.2927185856180386,audio_features,5WSdMcWTKRdN1QYVJHJWxz,spotify:track:5WSdMcWTKRdN1QYVJHJWxz,https://api.spotify.com/v1/tracks/5WSdMcWTKRdN1QYVJHJWxz,https://api.spotify.com/v1/audio-analysis/5WSdMcWTKRdN1QYVJHJWxz,254620.0,4.0
0.393,0.965,5.0,1.0,1.0,0.0734,0.00912,0.0,0.385,0.37,0.6979064614828103,audio_features,4hIY051enSBBJ5fzZUzTSU,spotify:track:4hIY051enSBBJ5fzZUzTSU,https://api.spotify.com/v1/tracks/4hIY051enSBBJ5fzZUzTSU,https://api.spotify.com/v1/audio-analysis/4hIY051enSBBJ5fzZUzTSU,197760.0,4.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
