error
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
0.55,0.661,1,-7.363,1,0.0611,0.0178,3.59e-05,0.15,0.142,162.034,audio_features,60kqoWSXSbiDJaDxgi8GG1,spotify:track:60kqoWSXSbiDJaDxgi8GG1,https://api.spotify.com/v1/tracks/60kqoWSXSbiDJaDxgi8GG1,https://api.spotify.com/v1/audio-analysis/60kqoWSXSbiDJaDxgi8GG1,313907,4
0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,audio_features,3lB0GMiI5KxDbTOG8V3bOx,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/tracks/3lB0GMiI5KxDbTOG8V3bOx,https://api.spotify.com/v1/audio-analysis/3lB0GMiI5KxDbTOG8V3bOx,253347,4
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
0.477,0.647,3,-4.657,0,0.343,0.0872,0,0.119,0.549,109.879,audio_features,4vNeJ6DoAlTPzoYO9W4mJH,spotify:track:4vNeJ6DoAlTPzoYO9W4mJH,https://api.spotify.com/v1/tracks/4vNeJ6DoAlTPzoYO9W4mJH,https://api.spotify.com/v1/audio-analysis/4vNeJ6DoAlTPzoYO9W4mJH,252307,4
0.584,0.869,5,-6.142,0,0.367,0.185,0,0.385,0.44,124.021,audio_features,65bG8PFKSZZE5Ea64c9Hqb,spotify:track:65bG8PFKSZZE5Ea64c9Hqb,https://api.spotify.com/v1/tracks/65bG8PFKSZZE5Ea64c9Hqb,https://api.spotify.com/v1/audio-analysis/65bG8PFKSZZE5Ea64c9Hqb,240048,4
0.709,0.698,1,-5.182,1,0.0799,0.0738,0,0.272,0.755,143.951,audio_features,5W4vPDfwFNQqt7frRjL41t,spotify:track:5W4vPDfwFNQqt7frRjL41t,https://api.spotify.com/v1/tracks/5W4vPDfwFNQqt7frRjL41t,https://api.spotify.com/v1/audio-analysis/5W4vPDfwFNQqt7frRjL41t,182947,4
