danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.531,0.937,2,-4.756,1,0.0548,0.00156,0.000763,0.064,0.618,170.021,audio_features,1zN3CZlafjfEiMR9uXQGrW,spotify:track:1zN3CZlafjfEiMR9uXQGrW,https://api.spotify.com/v1/tracks/1zN3CZlafjfEiMR9uXQGrW,https://api.spotify.com/v1/audio-analysis/1zN3CZlafjfEiMR9uXQGrW,198467,4
0.408,0.499,9,-7.651,1,0.0323,0.665,0,0.11,0.554,88.968,audio_features,5VL7pScLlKe4MbB8EAivgA,spotify:track:5VL7pScLlKe4MbB8EAivgA,https://api.spotify.com/v1/tracks/5VL7pScLlKe4MbB8EAivgA,https://api.spotify.com/v1/audio-analysis/5VL7pScLlKe4MbB8EAivgA,153653,4
0.546,0.837,2,-5.13,1,0.0519,0.00549,0,0.387,0.402,124.007,audio_features,49rpdsNYJirTTf6p6mMvag,spotify:track:49rpdsNYJirTTf6p6mMvag,https://api.spotify.com/v1/tracks/49rpdsNYJirTTf6p6mMvag,https://api.spotify.com/v1/audio-analysis/49rpdsNYJirTTf6p6mMvag,221387,4
0.524,0.484,9,-7.055,1,0.0281,0.393,0,0.0858,0.497,100.302,audio_features,1VIzNOh7S1ASPcdTK5FiYG,spotify:track:1VIzNOh7S1ASPcdTK5FiYG,https://api.spotify.com/v1/tracks/1VIzNOh7S1ASPcdTK5FiYG,https://api.spotify.com/v1/audio-analysis/1VIzNOh7S1ASPcdTK5FiYG,242520,4
0.684,0.622,2,-5.313,1,0.0334,0.0302,1.09e-06,0.277,0.368,125.973,audio_features,5YX2R55h76mamgXwsvBRlH,spotify:track:5YX2R55h76mamgXwsvBRlH,https://api.spotify.com/v1/tracks/5YX2R55h76mamgXwsvBRlH,https://api.spotify.com/v1/audio-analysis/5YX2R55h76mamgXwsvBRlH,170560,3
0.415,0.273,9,-12.288,1,0.0359,0.966,0,0.123,0.26,103.706,audio_features,2S8RjXFOOFWGbAaNKw7Nti,spotify:track:2S8RjXFOOFWGbAaNKw7Nti,https://api.spotify.com/v1/tracks/2S8RjXFOOFWGbAaNKw7Nti,https://api.spotify.com/v1/audio-analysis/2S8RjXFOOFWGbAaNKw7Nti,206171,1
0.41,0.462,0,-6.896,1,0.0341,0.223,0,0.0996,0.381,169.853,audio_features,5Ozo0lsCaVNJPlKC7RtDnp,spotify:track:5Ozo0lsCaVNJPlKC7RtDnp,https://api.spotify.com/v1/tracks/5Ozo0lsCaVNJPlKC7RtDnp,https://api.spotify.com/v1/audio-analysis/5Ozo0lsCaVNJPlKC7RtDnp,183787,4
0.669,0.822,11,-4.288,1,0.043,0.0339,0.000142,0.231,0.43,120.011,audio_features,3H1LCvO3fVsK2HPguhbml0,spotify:track:3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/tracks/3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/audio-analysis/3H1LCvO3fVsK2HPguhbml0,277107,4
0.51,0.185,11,-13.651,1,0.0644,0.925,0,0.122,0.418,79.092,audio_features,1pvGWSvIXr8PTk8nC4SnXK,spotify:track:1pvGWSvIXr8PTk8nC4SnXK,https://api.spotify.com/v1/tracks/1pvGWSvIXr8PTk8nC4SnXK,https://api.spotify.com/v1/audio-analysis/1pvGWSvIXr8PTk8nC4SnXK,185480,4
