danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,3uhBIQ7tv8j1FME8cFGEfG,spotify:track:3uhBIQ7tv8j1FME8cFGEfG,https://api.spotify.com/v1/tracks/3uhBIQ7tv8j1FME8cFGEfG,https://api.spotify.com/v1/audio-analysis/3uhBIQ7tv8j1FME8cFGEfG,269560,4
0.524,0.514,0,-7.273,0,0.0371,0.00173,0,0.207,0.196,146.782,audio_features,4xNbgOhQHofZJySyySbPG1,spotify:track:4xNbgOhQHofZJySyySbPG1,https://api.spotify.com/v1/tracks/4xNbgOhQHofZJySyySbPG1,https://api.spotify.com/v1/audio-analysis/4xNbgOhQHofZJySyySbPG1,204259,4
0.335,0.49,7,-7.432,0,0.0296,0.149,1.19e-06,0.291,0.207,129.879,audio_features,0iED9oTgJbZ7wuKBrZOjkl,spotify:track:0iED9oTgJbZ7wuKBrZOjkl,https://api.spotify.com/v1/tracks/0iED9oTgJbZ7wuKBrZOjkl,https://api.spotify.com/v1/audio-analysis/0iED9oTgJbZ7wuKBrZOjkl,314427,4
0.247,0.271,9,-9.945,0,0.0289,0.46,0,0.188,0.127,82.988,audio_features,0tQfrNzsjBDR2LKO76fiog,spotify:track:0tQfrNzsjBDR2LKO76fiog,https://api.spotify.com/v1/tracks/0tQfrNzsjBDR2LKO76fiog,https://api.spotify.com/v1/audio-analysis/0tQfrNzsjBDR2LKO76fiog,285160,5
0.456,0.342,11,-8.162,0,0.0283,0.129,0,0.124,0.224,84.087,audio_features,4m5lJ0ZOUqyx2DUCRycGFm,spotify:track:4m5lJ0ZOUqyx2DUCRycGFm,https://api.spotify.com/v1/tracks/4m5lJ0ZOUqyx2DUCRycGFm,https://api.spotify.com/v1/audio-analysis/4m5lJ0ZOUqyx2DUCRycGFm,252653,4
0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,audio_features,0eKyHwckh9vQb8ncZ2DXCs,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,274800,4
0.39,0.702,2,-5.825,1,0.036,0.00883,0.00207,0.342,0.195,125.686,audio_features,623FjLu3438Wk5urTsN4sS,spotify:track:623FjLu3438Wk5urTsN4sS,https://api.spotify.com/v1/tracks/623FjLu3438Wk5urTsN4sS,https://api.spotify.com/v1/audio-analysis/623FjLu3438Wk5urTsN4sS,238240,4
0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,audio_features,1ZozJfi8u9cO2Ob8KwiwNT,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,https://api.spotify.com/v1/tracks/1ZozJfi8u9cO2Ob8KwiwNT,https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT,316733,4
0.318,0.879,2,-6.06,1,0.0506,8.66e-05,1.04e-06,0.0808,0.25,146.312,audio_features,7lNxDmqhKTOAlFBPCmkvLc,spotify:track:7lNxDmqhKTOAlFBPCmkvLc,https://api.spotify.com/v1/tracks/7lNxDmqhKTOAlFBPCmkvLc,https://api.spotify.com/v1/audio-analysis/7lNxDmqhKTOAlFBPCmkvLc,294600,4
0.704,0.83,11,-3.139,1,0.0297,0.0489,0,0.111,0.957,127.103,audio_features,0u4N6w5lBw5xMrzJitRWUo,spotify:track:0u4N6w5lBw5xMrzJitRWUo,https://api.spotify.com/v1/tracks/0u4N6w5lBw5xMrzJitRWUo,https://api.spotify.com/v1/audio-analysis/0u4N6w5lBw5xMrzJitRWUo,211453,4
