danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.738,0.322,5,-11.852,1,0.288,0.981,0.679,0.112,0.78,77.999,audio_features,4qnVWFIKCC8m6Itm64ZRVu,spotify:track:4qnVWFIKCC8m6Itm64ZRVu,https://api.spotify.com/v1/tracks/4qnVWFIKCC8m6Itm64ZRVu,https://api.spotify.com/v1/audio-analysis/4qnVWFIKCC8m6Itm64ZRVu,61675,3
0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,audio_features,5d8CreUdJvZejvTUo1IHLw,spotify:track:5d8CreUdJvZejvTUo1IHLw,https://api.spotify.com/v1/tracks/5d8CreUdJvZejvTUo1IHLw,https://api.spotify.com/v1/audio-analysis/5d8CreUdJvZejvTUo1IHLw,320467,4
0.742,0.384,10,-8.533,1,0.043,0.872,0.00305,0.132,0.354,69.006,audio_features,5qC17VMNoZdF2gAw28FtsV,spotify:track:5qC17VMNoZdF2gAw28FtsV,https://api.spotify.com/v1/tracks/5qC17VMNoZdF2gAw28FtsV,https://api.spotify.com/v1/audio-analysis/5qC17VMNoZdF2gAw28FtsV,91505,3
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
"{'status': 429, 'message': 'API rate limit exceeded'}"
